date,hour,trip_count,avg_duration_min
2024-04-05,7,21,10.215820634920634
2024-04-05,8,11,10.667654545454546
2024-04-05,9,20,9.8545575
2024-04-05,10,64,10.828352083333334
2024-04-05,11,157,11.310884288747346
2024-04-05,12,284,12.546655692488262
2024-04-05,13,246,10.283341056910569
2024-04-05,14,163,9.334540388548056
2024-04-05,15,237,11.820503867791842
2024-04-05,16,276,11.036538586956521
2024-04-05,17,320,11.874945520833332
2024-04-05,18,295,11.58303824858757
2024-04-05,19,372,13.035591308243726
2024-04-05,20,430,11.948712325581395
2024-04-05,21,484,12.37340079201102
2024-04-05,22,371,11.558589937106916
2024-04-05,23,321,12.309223883696783
2024-04-06,0,302,12.277984437086094
2024-04-06,1,253,11.90373906455863
2024-04-06,2,220,12.961133712121212
2024-04-06,3,204,12.428909967320262
2024-04-06,4,194,12.621168642611684
2024-04-06,5,159,11.72465639412998
2024-04-06,6,163,15.218127096114518
2024-04-06,7,131,14.782718956743002
2024-04-06,8,36,11.891739351851852
2024-04-06,9,45,13.536328518518518
2024-04-06,10,57,10.003937426900585
2024-04-06,11,95,10.432881578947368
2024-04-06,12,209,11.334985964912281
2024-04-06,13,315,11.988046613756612
2024-04-06,14,416,10.982541025641025
2024-04-06,15,535,12.502867570093457
2024-04-06,16,590,13.147841553672317
2024-04-06,17,729,13.000452834933698
